NP_ID	Noun	NP_Morph	NP_Gloss	ASP	CNJ	POS	PSS	PHI	SEM	MRK	DRV	DET	NPS	NUM	ANM	SYN	DEF	REF
KS09501	ńoxəs	ńoxəs	соболь	p	sbj	s	0	n	n	nul	nul	nul	0	nu	anm	gen	0	0
KS09502	păłat	ńoxəs păłat	соболь высота	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS09503	wǫrt	wǫrt	бог	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	1	1
KS09504	pox	pox	сын	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	nul	1	1
KS09505	śempər	śempər	щемпэр	i	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS09506	kew -ən	śempər kew -ən	щемпэр камень LOC	i	sbj	p	0	n	n	loc	nul	nul	0	s	non	iob	1	1
KS09701	śempər	śempər	щемпэр	p	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS09702	kew	śempər kew	щемпэр камень	p	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS09703	potali	śempər kew potali	щемпэр камень комок	p	sbj	s	0	n	n	nul	nul	nul	1	s	non	sbj	1	1
KS09801	kǫrt	kǫrt	деревня	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS09802	wɔš	wɔš tԑł jɔx -ł -ał	город полный люди PL 3SG	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS09803	jɔx -ł -ał	jɔx -ł -ał	люди PL 3SG	p	sbj	s	1	3s	oth	nul	nul	nul	0	p	hum	obj	0	0
KS09804	pԑlk -əł	i pԑlk -əł	один половина 3SG	p	sbj	s	1	3s	prt	nul	nul	i	0	s	non	sbj	0	1
KS09901	ox -əł sԑm -əł	ox -əł sԑm -əł	голова 3SG глаз 3SG	p	sbj	s	1	3s	bod	nul	nul	nul	0	s	non	obj	1	1
KS09902	ox -əł	ox -əł	голова 3SG	p	sbj	s	i	3s	bod	nul	nul	nul	0	s	non	obj	1	1
KS09903	sԑm -əł	sԑm -əł	глаз 3SG	p	sbj	s	i	3s	bod	nul	nul	nul	0	s	non	obj	1	1
KS10001	aśe -ł	aśe -ł	отец 3SG	i	sbj	s	1	3s	fam	nul	nul	nul	0	s	hum	sbj	1	1
KS10101	pox	jiwłap-ăsłap pox	безродный мальчик	n	n	s	0	n	n	nul	nul	nul	0	s	hum	nul	0	0
KS10102	ewi	jiwłap-ăsłap pox ewi	безродный мальчик девочка	n	n	s	0	n	n	nul	nul	nul	0	s	hum	nul	0	0
KS10201	pox -en	pox -en	сын 2SG	p	sbj	s	1	2s	dis	nul	nul	nul	0	s	hum	obj	0	0
KS10301	kǫrt	kǫrt	деревня	p	obj	s	0	n	n	nul	nul	nul	0	s	non	obj	1	1
KS10302	wɔš	wɔš tԑł jɔx -ł -ał	город полный люди PL 3SG	p	obj	s	0	n	n	nul	nul	nul	0	s	non	obj	1	1
KS10303	jɔx -ł -ał	jɔx -ł -ał	люди PL 3SG	p	obj	s	1	3s	oth	nul	nul	nul	0	p	hum	obj	0	0
KS10401	aśe -ł	aśe -ł	отец 3SG	p	sbj	s	1	3s	fam	nul	nul	nul	0	s	hum	sbj	1	1
KS10402	pox -əł	pox -əł	отец 3SG сын 3SG	p	sbj	s	1	3s	fam	psp	nul	nul	0	s	hum	pob	1	1
KS10501	pox	pox	сын	i	sbj	s	0	n	n	nul	nul	nul	0	nu	hum	obj	1	1
KS10601	pox -ł -am	pox -ł -am	сын PL 1SG	p	sbj	s	1	1s	fam	psp	nul	nul	0	p	hum	pob	1	1
KS10602	xɔn	pa xɔn	другой царь	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
KS10603	pԑlk -a	pa xɔn pԑlk -a	другой царь сторона DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	0	0
KS10604	taś	taś	богатство	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS10701	săran	săran	зырянин	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
KS10702	xɔp -a	săran xɔp -a	зырянин лодка DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS10801	jiwpox -əł	jiwpox -əł	сводный брат 3SG	p	sbj	s	1	3s	fam	nul	nul	nul	0	nu	hum	sbj	1	1
KS10802	šăš	šăš	спина	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS10803	łǫp -a	šăš łǫp -a	спина весло DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	1	1
KS10901	sewəs -a	sewəs -a	корма DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS11001	tǫrm -eł	xuw -əŋ tǫrm -eł	длина ATTR небо 3PL	i	sbj	s	1	3p	oth	nul	nul	nul	0	s	non	gen	0	0
KS11002	tǫrm -eł	wan -əŋ tǫrm -eł	короткий ATTR небо 3PL	i	sbj	s	1	3p	oth	nul	nul	nul	0	s	non	gen	0	0
KS11003	xɔn	pa xɔn	другой царь	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
KS11004	pԑlk -a	pa xɔn pԑlk -a	другой царь сторона DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	0	1
KS11101	wɔš	wɔš	город	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	1
KS11102	kałtəŋ -a	wɔš kałtəŋ -a	город пристань DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS11103	jiwpox -ł -ał	jiwpox -ł -ał	сводный брат PL 3SG	p	sbj	s	1	3s	fam	nul	nul	nul	0	p	hum	sbj	1	1
KS11201	taś -ł -uw	taś -ł -uw	богатство PL 1PL	p	sbj	s	1	1p	own	nul	nul	nul	0	p	non	obj	1	1
KS11401	jiwpox -ł -ał	jiwpox -ł -ał	сводный брат PL 3SG	p	sbj	s	1	3s	fam	nul	nul	nul	0	p	hum	sbj	1	1
KS11402	ɔntəp -əł	ɔntəp -əł	люлька 3SG	p	obj	s	1	3s	own	nul	nul	nul	0	s	non	obj	1	1
KS11403	pan	pan	пологий берег	p	obj	s	0	n	n	psp	nul	nul	0	s	non	pob	0	1
KS11404	ɔntəp -əł -a	ɔntəp -əł -a	люлька 3SG DAT	p	sbj	s	1	3s	own	dat	nul	nul	0	s	non	iob	1	1
KS11501	ɔntəp -ən	ɔntəp -ən	люлька LOC	i	sbj	s	0	n	own	loc	nul	nul	0	s	non	iob	1	1
KS11502	łowat	i łowat	один величина	i	sbj	s	0	n	n	nul	nul	i	0	s	non	gen	0	1
KS11503	xǫ	kăt xǫ	два мужчина	i	sbj	s	0	n	n	nul	nul	nul	0	nu	hum	sbj	0	1
KS11601	xǫ	i xǫ	один мужчина	i	sbj	s	0	n	n	nul	nul	i	0	s	hum	sbj	0	1
KS11801	xǫ	i xǫ	один мужчина	i	sbj	s	0	n	n	nul	nul	i	0	s	hum	sbj	0	1
KS12201	ɔntəp -əł	ɔntəp -əł	люлька 3SG	p	sbj	s	1	3s	own	nul	nul	nul	0	s	non	obj	1	1
KS12202	łaŋəł -a	łaŋəł -a	крыша DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS12203	ɔntəp	ɔntəp	люлька	p	sbj	s	0	n	n	psp	nul	nul	0	s	non	pob	1	1
KS12204	jiŋk -a	jiŋk -a	вода DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	0
KS12301	jiŋk	jiŋk	вода	p	sbj	s	0	n	n	psp	nul	nul	0	s	non	pob	0	0
KS12302	kart	kart	железо	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
KS12303	tɔxtəŋ	tɔxtəŋ	гагара	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm	gen	0	0
KS12304	wox	wox	серебро	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
KS12305	tɔxtəŋ	tɔxtəŋ	гагара	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm	gen	0	0
KS12306	tur -ən	wox tɔxtəŋ tur -ən	серебро гагара голос LOC	p	sbj	s	0	n	n	loc	nul	nul	1	s	non	iob	0	0
KS12401	wɔš	wɔš	город	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS12402	kałtəŋ -əł -a	wɔš kałtəŋ -əł -a	город пристань 3SG DAT	p	sbj	s	1	3s	oth	dat	nul	nul	1	s	non	iob	0	1
KS12501	xɔt -əł -a	xɔt -əł -a	дом 3SG DAT	p	sbj	s	1	3s	own	dat	nul	nul	0	s	non	iob	1	1
KS12601	jiwpox -ł -am	jiwpox -ł -am	сводный брат PL 1SG	p	sbj	s	1	1s	fam	nul	nul	nul	0	p	hum	sbj	1	1
KS12602	xɔn	pa xɔn	другой царь	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
KS12603	pԑlk -ən	pa xɔn pԑlk -ən	другой царь сторона LOC	p	sbj	s	0	n	n	loc	nul	nul	1	s	non	iob	0	1
KS12604	taś	taś	богатство	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS12701	aśe -ł	aśe -ł	отец 3SG	i	sbj	s	1	3s	fam	nul	nul	nul	0	s	hum	sbj	1	1
KS12801	xɔn	pa xɔn	другой царь	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
KS12802	pԑlk -a	pa xɔn pԑlk -a	другой царь сторона DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	1	1
KS12803	taś	taś	богатство	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS12901	taś -ł -an	taś -ł -an	богатство PL 3DU	p	sbj	s	1	3d	own	nul	nul	nul	0	p	non	obj	0	1
KS12902	xɔp -a	xɔp -a	лодка DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS12903	xɔn	pa xɔn	другой царь	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
KS12904	pԑlk -a	pa xɔn pԑlk -a	другой царь сторона DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	0	1
KS13001	aśe -ł	aśe -ł	отец 3SG	p	sbj	s	1	3s	fam	nul	nul	nul	0	s	hum	sbj	1	1
KS13002	šăš	šăš	спина	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS13003	łǫp -a	šăš łǫp -a	спина весло DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	1	1
KS13004	pox -əł	pox -əł	сын 3SG	p	sbj	s	1	3s	fam	nul	nul	nul	0	s	hum	sbj	1	1
KS13005	sewəs -a	sewəs -a	корма DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS13101	xɔn	pa xɔn	другой царь	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
KS13102	pԑlk -a	pa xɔn pԑlk -a	другой царь сторона DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS13201	wɔš	wɔš	город	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS13202	kałtəŋ -a	wɔš kałtəŋ -a	город пристань DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	1	1
KS13301	pox -əł	pox -əł	сын 3SG	p	sbj	s	1	3s	fam	psp	nul	nul	0	s	hum	pob	1	1
KS13401	jɔx	taś -əŋ jɔx	богатство ATTR люди	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	1
KS13402	xɔt -a	taś -əŋ jɔx xɔt -a	богатство ATTR люди дом DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	0	1
KS13501	jɔx	taś -əŋ jɔx	богатство ATTR люди	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	1	1
KS13502	xɔt -ən	taś -əŋ jɔx xɔt -ən	богатство ATTR люди дом LOC	p	sbj	s	0	n	n	loc	nul	nul	1	s	non	iob	1	1
KS13601	xɔt -ən	xɔt -ən	дом LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	1	1
KS13602	jɔx -ł -ał	xɔt -ən jɔx -ł -ał	дом LOC люди PL 3SG	i	sbj	s	1	3s	dis	nul	nul	nul	0	p	hum	sbj	1	1
KS13701	jiwewe -w	jiwewe -w	сводная сестра 1PL	p	obj	s	1	1p	fam	nul	nul	nul	0	nu	hum	obj	0	1
KS13702	jiwewe -w	aj jiwewe -w	маленький сводная сестра 1PL 	p	obj	s	1	1p	fam	nul	nul	nul	0	s	hum	obj	1	1
KS13703	pox -en -a	nin pox -en -a	вы сын 2SG DAT	p	obj	s	1	2s	fam	dat	nul	nul	0	s	hum	iob	1	1
KS13704	xɔt -a	janas xɔt -a	другой дом DAT	p	obj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS13801	xɔt -a	janas xɔt -a	другой дом DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS13901	xɔt -əł -ən	xɔt -əł -ən	дом 3SG LOC	i	sbj	s	1	3s	dis	loc	nul	nul	0	s	non	iob	1	1
KS13902	saj	ot -əp saj	вещь ATTR заграждение	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	1
KS13903	nǫrəŋ	łapət păte -p nǫrəŋ	семь дно ATTR котел	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	1
KS14101	nore -ł -ən	nore -ł -ən	нары 3SG LOC	i	sbj	s	1	3s	oth	loc	nul	nul	0	s	non	iob	0	1
KS14102	xɔt	xɔt	дом	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS14103	xon	xɔt xon	дом живот	p	sbj	s	0	n	n	nul	nul	nul	1	s	non	gen	1	1
KS14104	ɔw -a	xɔt xon ɔw -a	дом живот дверь DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	1	1
KS14105	śiśki -leŋki	śiśki -leŋki	воробей DIM	p	sbj	s	0	n	n	nul	dim	nul	0	s	anm	sbj	0	1
KS14301	put -en	put -en	котел 2SG	i	sbj	s	1	2s	own	nul	nul	nul	0	s	non	gen	1	1
KS14302	păte -ł	put -en păte -ł	котел 2SG дно 3SG	i	sbj	s	1	3s	prt	nul	nul	nul	1	s	non	sbj	1	1
KS14303	sɔxəł -ən	sɔxəł -ən	доска LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	0
KS14304	xɔt -en	xɔt -en	дом 2SG	i	sbj	s	1	2s	own	nul	nul	nul	0	s	non	gen	1	1
KS14305	suŋ -əł	suŋ -əł	угол 3SG	i	sbj	s	1	3s	prt	psp	nul	nul	0	nu	non	pob	1	1
KS14306	tut -ən	tut -ən	огонь LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	0
KS14401	śiśki -leŋke -ł	śiśki -leŋke -ł	воробей DIM 3SG	p	obj	s	1	3s	dis	nul	dim	nul	0	s	anm	obj	0	0
KS14501	pox	jiwłap-ăsłap pox	безродный сын	i	sbj	s	0	n	n	nul	nul	nul	0	s	hum	nul	0	0
KS14502	wɔj	jiwłap-ăsłap pox wɔj	безродный сын зверь	i	sbj	s	0	n	n	nul	nul	nul	0	s	anm	nul	0	0
KS14601	imi -j -ən	imi -j -ən	женщина STEM LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	hum	iob	0	0
KS14701	nori -j -a	nori -j -a	нары STEM DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS14801	śiśki -leŋke -ł	śiśki -leŋke -ł	воробей DIM 3SG	p	sbj	s	1	3s	dis	nul	dim	nul	0	s	anm	sbj	1	1
KS14802	xɔt	xɔt	дом	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS14803	xon	xɔt xon	дом живот	p	sbj	s	0	n	n	nul	nul	nul	1	s	non	gen	1	1
KS14804	ɔw -a	śiśki -leŋke -ł xɔt xon ɔw -a	дом живот дверь DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	1	1
KS15001	put -en	put -en	котел 2SG	i	sbj	s	1	2s	own	nul	nul	nul	0	s	non	gen	1	1
KS15002	păte -ł	put -en păte -ł	котел 2SG дно 3SG	i	sbj	s	1	3s	prt	nul	nul	nul	0	s	non	obj	1	1
KS15003	sɔxəł -ən	sɔxəł -ən	доска LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	0
KS15004	xɔt -en	xɔt -en	дом 2SG	i	sbj	s	1	2s	own	nul	nul	nul	0	s	non	gen	1	1
KS15005	suŋ -əł	suŋ -əł	угол 3SG	i	sbj	s	1	3s	prt	psp	nul	nul	0	nu	non	pob	1	1
KS15006	tut -ən	tut -ən	огонь LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	0
KS15101	śiśki -leŋke -ł	śiśki -leŋke -ł	воробей DIM 3SG	p	obj	s	1	3s	dis	nul	dim	nul	0	s	anm	obj	1	1
KS15201	pox	jiwłap-ăsłap pox	безродный сын	i	sbj	s	0	n	n	nul	nul	nul	0	s	hum	nul	0	0
KS15202	wɔj	jiwłap-ăsłap pox wɔj	безродный сын зверь	i	sbj	s	0	n	n	nul	nul	nul	0	s	anm	nul	0	0
KS15301	imi -j -ən	imi -j -ən	жена STEM LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	hum	iob	0	0
KS15401	nore -ł -a	nore -ł -a	нары 3SG DAT	p	sbj	s	1	3s	dis	dat	nul	nul	0	s	non	iob	1	1
KS15501	śiśki -leŋke -ł	śiśki -leŋke -ł	воробей DIM 3SG	p	sbj	s	1	3s	dis	nul	dim	nul	0	s	anm	sbj	1	1
KS15502	xɔt	xɔt	дом	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS15503	xon	xɔt xon	дом живот	p	sbj	s	0	n	n	nul	nul	nul	1	s	non	gen	1	1
KS15504	ɔw -a	xɔt xon ɔw -a	дом живот дверь DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	1	1
KS15701	xɔt	xɔt	дом	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS15702	suŋ	xɔt suŋ	дом угол	i	sbj	s	0	n	n	psp	nul	nul	1	nu	non	pob	1	1
KS15703	tut -en	tut -en	огонь 2SG	i	sbj	s	1	2s	dis	nul	nul	nul	0	nu	non	sbj	0	1
KS15704	put -en	put -en	 котел 2SG	i	sbj	s	1	2s	own	nul	nul	nul	0	s	non	gen	1	1
KS15705	păte -ł	put -en păte -ł	котел 2SG дно 3SG	i	sbj	s	1	3s	prt	nul	nul	nul	1	s	non	obj	1	1
KS15706	sɔxəł -ən	sɔxəł -ən	доска LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	0
KS15801	ɔw -a	ɔw -a	дверь DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS15802	ɔw -əł	ɔw -əł	дверь 3SG	p	obj	s	1	3s	dis	nul	nul	nul	0	s	non	obj	1	1
KS15901	xɔt	xɔt	дом	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS15902	suŋ	xɔt suŋ	дом угол	i	sbj	s	0	n	n	psp	nul	nul	1	nu	non	pob	1	1
KS15903	tut -əł	tut -əł	огонь 3SG	i	sbj	s	1	3s	dis	nul	nul	nul	0	s	non	sbj	0	1
KS16001	tǫrəm	tǫrəm	небо	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS16002	aśe -ł	tǫrəm aśe -ł	небо отец 3SG	i	sbj	s	1	3s	dis	psp	nul	nul	1	s	hum	pob	1	1
KS16003	xuł	aj xuł	маленький рыба	i	sbj	s	0	n	n	nul	nul	nul	0	s	anm	gen	0	0
KS16004	sɔm	aj xuł sɔm	маленький рыба чешуя	i	sbj	s	0	n	n	nul	nul	nul	1	s	non	gen	0	0
KS16005	sԑm -ən	aj xuł sɔm sԑm -ən	маленький рыба чешуя глаз LOC	i	sbj	s	0	n	n	loc	nul	nul	1	s	non	iob	0	0
KS16006	łăxər	aj xuł sɔm sԑm -ən łăxər	маленький рыба чешуя глаз LOC кольчуга	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS16007	keši	keši	нож	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS16101	nūm	nūm	верх	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
KS16102	tǫrəm	weś -pi nūm tǫrəm	верх небо	p	sbj	s	0	n	n	nul	nul	nul	1	s	non	gen	1	1
KS16103	aśe -ł -ən	weś -pi nūm tǫrəm aśe -ł -ən	верх небо отец 3SG LOC	p	sbj	s	1	3s	dis	loc	nul	nul	1	s	hum	iob	1	1
KS16104	łăxər -ən	łăxər -ən	кольчуга LOC	p	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	1
KS16105	keši -j -ən	keši -j -ən	нож STEM LOC	p	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	1
KS16201	aśe -ł	aśe -ł	отец 3SG	p	sbj	s	1	3s	dis	nul	nul	nul	0	s	hum	gen	1	1
KS16202	łăxər -əł	aśe -ł łăxər -əł	отец 3SG кольчуга 3SG	p	sbj	s	1	3s	own	nul	nul	nul	1	s	non	obj	1	1
KS16203	keši	keši	нож	p	sbj	s	0	n	n	psp	nul	nul	0	s	non	pob	1	1
KS16301	wǫrt	wǫrt	бог	i	sbj	s	0	n	n	nul	nul	nul	0	nu	hum	sbj	0	1
KS16302	aŋkəł	aŋkəł	столб	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	app	0	0
KS16303	ԑł -əł	ńar ԑł -əł	голый тело 3SG	p	sbj	s	1	3s	bod	psp	nul	nul	0	s	non	pob	0	0
KS16401	wur -a	łaj wur -a	темный кровь DAT	i	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS16402	wur -a	pit wur -a	черный кровь DAT	i	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS16403	śompəł -ən	tԑłəŋ śompəł -ən	полный черпак LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	0
KS16501	kǫrt	kǫrt	деревня	p	obj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS16502	wɔš	wɔš tԑł mir -əł	город полный народ 3SG	p	obj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS16503	mir -əł	mir -əł	народ 3SG	p	obj	s	1	3s	oth	nul	nul	nul	0	s	hum	obj	0	0
KS16601	pԑlək	jăm pԑlək	правый сторона	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS16602	jɔš -əł	jăm pԑlək jɔš -əł	правый сторона рука 3SG	p	sbj	s	1	3s	bod	nul	nul	nul	0	s	non	sbj	1	1
KS16603	pԑlək	puwa pԑlək	левый сторона	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS16604	kur -əł	puwa pԑlək kur -əł	левый сторона нога 3SG	p	sbj	s	1	3s	bod	nul	nul	nul	0	s	non	sbj	1	1
KS16701	pԑlək	jăm pԑlək	правый сторона	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS16702	jɔš -əł -a	jăm pԑlək jɔš -əł -a	правый сторона рука 3SG DAT	p	sbj	s	1	3s	bod	dat	nul	nul	0	s	non	iob	1	1
KS16703	wǫrt	wǫrt	бог	p	sbj	s	0	n	n	nul	nul	nul	0	nu	hum	obj	1	1
KS16704	jiwewi	jiwewi	сводная сестра	p	sbj	s	0	n	n	nul	nul	nul	0	nu	hum	sbj	1	1
KS16705	jiwewi	aj jiwewi	маленький сводная сестра 1PL 	p	sbj	s	0	n	n	nul	nul	nul	0	nu	hum	sbj	1	1
KS16706	pԑlək	jăm pԑlək	правый сторона	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS16707	jɔš -əł -a	jăm pԑlək jɔš -əł -a	правый сторона рука 3SG DAT	p	sbj	s	1	3s	bod	dat	nul	nul	0	s	non	iob	1	1
KS16901	kǫrt	kǫrt tԑł mir -ew	деревня полный народ 1PL	p	obj	s	0	n	n	nul	nul	nul	0	s	non	obj	1	1
KS16902	mir -ew	mir -ew	народ 1PL	p	obj	s	1	1p	oth	nul	nul	nul	0	s	hum	obj	0	1
KS16903	wɔš	wɔš tԑł jɔx -ł -uw	город полный люди PL 1PL	p	obj	s	0	n	n	nul	nul	nul	0	s	non	obj	1	1
KS16904	jɔx -ł -uw	jɔx -ł -uw	люди PL 1PL	p	obj	s	1	1p	oth	nul	nul	nul	0	p	hum	obj	0	1
KS17001	ime -ł	ime -ł	жена 3SG	p	obj	s	1	3s	fam	nul	nul	nul	0	s	hum	obj	1	1
KS17002	śԑp -a	śԑp -a	карман DAT	p	obj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS17101	wɔš	wɔš	город	p	obj	s	0	n	n	psp	nul	nul	0	s	non	pob	1	1
KS17102	wǫrt	wǫrt	бог	p	sbj	s	0	n	n	nul	nul	nul	0	nu	hum	sbj	1	1
KS17301	wǫrt	wǫrt	бог	p	obj	s	0	n	n	nul	nul	nul	0	nu	hum	obj	1	1
KS17401	jǫxł -əł	jǫxł -əł	лук 3SG	p	obj	s	1	3s	own	nul	nul	nul	0	s	non	obj	0	1
KS17501	taŋkər	tăm -pi taŋkər	этот PROPR тетива	p	sbj	s	0	n	n	nul	nul	tam	0	s	non	obj	0	1
KS17502	taŋkər	tom -pi taŋkər	тот PROPR тетива	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	1
KS17503	jɔš	jɔš	рука	p	obj	s	0	n	n	nul	nul	nul	0	s	non	sbj	1	1
KS17601	wǫrt	wǫrt	бог	p	sbj	s	0	n	n	nul	nul	nul	0	nu	hum	obj	1	1
KS17602	ńɔł	i ńɔł	один стрела	p	sbj	s	0	n	n	psp	nul	i	0	s	non	pob	0	1
KS17701	oxsox -ł -ał	oxsox -ł -ał	волосы PL 3PL	p	obj	s	1	3p	bod	nul	nul	nul	0	p	non	obj	1	1
KS17702	jux	jux	дерево	p	obj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	1
KS17703	tij -a	jux tij -a	дерево конец DAT	p	obj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS17801	xɔp -ł -a	xɔp -ł -a	лодка 3SG DAT	p	sbj	s	1	3s	own	dat	nul	nul	0	s	non	iob	1	1
KS17901	kǫrt -əł -a	kǫrt -əł -a	деревня 3SG DAT	p	sbj	s	1	3s	oth	dat	nul	nul	0	s	non	iob	1	1
KS17902	kǫrt	kǫrt	деревня	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS17903	kałtəŋ -a	kǫrt kałtəŋ -a	деревня пристань DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	1	1
KS18001	aŋke -ł	aŋke -ł	мать 3SG	p	sbj	s	1	3s	fam	psp	nul	nul	0	s	hum	pob	1	1
KS18002	wuśa	wuśa	приветствие	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS18101	ime -ł	ime -ł	жена 3SG	p	obj	s	1	3s	fam	nul	nul	nul	0	s	hum	obj	1	1
KS18102	śԑp	śԑp	карман	p	obj	s	0	n	n	psp	nul	nul	0	s	non	pob	1	1
KS18103	xɔtxăr -a	xɔtxăr -a	пол DAT	p	obj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS18201	nԑ	łowatte -ŋ nԑ	величина ATTR женщина	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
