NP_ID	NP_Morph	NP_Gloss	ASP	CNJ	POS	PSS	PHI	SEM	MRK	DRV	DET	NPS	NUM	ANM	SYN	DEF	REF
KS10501	pox	сын	i	sbj	s	0	n	n	nul	nul	nul	0	nu	hum	obj	1	1
KS10601	pox -ł -am	сын PL 1SG	p	sbj	s	1	1s	fam	psp	nul	nul	0	p	hum	pob	1	1
KS10602	pa xɔn	другой царь	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
KS10603	pa xɔn pԑlk -a	другой царь сторона DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	0	0
KS10604	taś	богатство	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS10701	săran	зырянин	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
KS10702	săran xɔp -a	зырянин лодка DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS10801	jiwpox -əł	сводный брат 3SG	p	sbj	s	1	3s	fam	nul	nul	nul	0	nu	hum	sbj	1	1
KS10802	šăš	спина	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS10803	šăš łǫp -a	спина весло DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	1	1
KS10901	sewəs -a	корма DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS11001	xuw -əŋ tǫrm -eł	длина ATTR небо 3PL	i	sbj	s	1	3p	oth	nul	nul	nul	0	s	non	gen	0	0
KS11002	wan -əŋ tǫrm -eł	короткий ATTR небо 3PL	i	sbj	s	1	3p	oth	nul	nul	nul	0	s	non	gen	0	0
KS11003	pa xɔn	другой царь	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
KS11004	pa xɔn pԑlk -a	другой царь сторона DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	0	1
KS11101	wɔš	город	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	1
KS11102	wɔš kałtəŋ -a	город пристань DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS11103	jiwpox -ł -ał	сводный брат PL 3SG	p	sbj	s	1	3s	fam	nul	nul	nul	0	p	hum	sbj	1	1
KS11201	taś -ł -uw	богатство PL 1PL	p	sbj	s	1	1p	own	nul	nul	nul	0	p	non	obj	1	1
KS11401	jiwpox -ł -ał	сводный брат PL 3SG	p	sbj	s	1	3s	fam	nul	nul	nul	0	p	hum	sbj	1	1
KS11402	ɔntəp -əł	люлька 3SG	p	obj	s	1	3s	own	nul	nul	nul	0	s	non	obj	1	1
KS11403	pan	пологий берег	p	obj	s	0	n	n	psp	nul	nul	0	s	non	pob	0	1
KS11404	ɔntəp -əł -a	люлька 3SG DAT	p	sbj	s	1	3s	own	dat	nul	nul	0	s	non	iob	1	1
KS11501	ɔntəp -ən	люлька LOC	i	sbj	s	0	n	own	loc	nul	nul	0	s	non	iob	1	1
KS11502	i łowat	один величина	i	sbj	s	0	n	n	nul	nul	i	0	s	non	gen	0	1
KS11503	kăt xǫ	два мужчина	i	sbj	s	0	n	n	nul	nul	nul	0	nu	hum	sbj	0	1
KS11601	i xǫ	один мужчина	i	sbj	s	0	n	n	nul	nul	i	0	s	hum	sbj	0	1
KS11801	i xǫ	один мужчина	i	sbj	s	0	n	n	nul	nul	i	0	s	hum	sbj	0	1
KS12201	ɔntəp -əł	люлька 3SG	p	sbj	s	1	3s	own	nul	nul	nul	0	s	non	obj	1	1
KS12202	łaŋəł -a	крыша DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS12203	ɔntəp	люлька	p	sbj	s	0	n	n	psp	nul	nul	0	s	non	pob	1	1
KS12204	jiŋk -a	вода DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	0
KS12301	jiŋk	вода	p	sbj	s	0	n	n	psp	nul	nul	0	s	non	pob	0	0
KS12302	kart	железо	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
KS12303	tɔxtəŋ	гагара	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm	gen	0	0
KS12304	wox	серебро	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
KS12305	tɔxtəŋ	гагара	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm	gen	0	0
KS12306	wox tɔxtəŋ tur -ən	серебро гагара голос LOC	p	sbj	s	0	n	n	loc	nul	nul	1	s	non	iob	0	0
KS12401	wɔš	город	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS12402	wɔš kałtəŋ -əł -a	город пристань 3SG DAT	p	sbj	s	1	3s	oth	dat	nul	nul	1	s	non	iob	0	1
KS12501	xɔt -əł -a	дом 3SG DAT	p	sbj	s	1	3s	own	dat	nul	nul	0	s	non	iob	1	1
KS12601	jiwpox -ł -am	сводный брат PL 1SG	p	sbj	s	1	1s	fam	nul	nul	nul	0	p	hum	sbj	1	1
KS12602	pa xɔn	другой царь	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
KS12603	pa xɔn pԑlk -ən	другой царь сторона LOC	p	sbj	s	0	n	n	loc	nul	nul	1	s	non	iob	0	1
KS12604	taś	богатство	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS12701	aśe -ł	отец 3SG	i	sbj	s	1	3s	fam	nul	nul	nul	0	s	hum	sbj	1	1
KS12801	pa xɔn	другой царь	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
KS12802	pa xɔn pԑlk -a	другой царь сторона DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	1	1
KS12803	taś	богатство	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS12901	taś -ł -an	богатство PL 3DU	p	sbj	s	1	3d	own	nul	nul	nul	0	p	non	obj	0	1
KS12902	xɔp -a	лодка DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS12903	pa xɔn	другой царь	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
KS12904	pa xɔn pԑlk -a	другой царь сторона DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	0	1
KS13001	aśe -ł	отец 3SG	p	sbj	s	1	3s	fam	nul	nul	nul	0	s	hum	sbj	1	1
KS13002	šăš	спина	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS13003	šăš łǫp -a	спина весло DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	1	1
KS13004	pox -əł	сын 3SG	p	sbj	s	1	3s	fam	nul	nul	nul	0	s	hum	sbj	1	1
KS13005	sewəs -a	корма DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS13101	pa xɔn	другой царь	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
KS13102	pa xɔn pԑlk -a	другой царь сторона DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS13201	wɔš	город	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS13202	wɔš kałtəŋ -a	город пристань DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	1	1
KS13301	pox -əł	сын 3SG	p	sbj	s	1	3s	fam	psp	nul	nul	0	s	hum	pob	1	1
KS13401	taś -əŋ jɔx	богатство ATTR люди	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	1
KS13402	taś -əŋ jɔx xɔt -a	богатство ATTR люди дом DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	0	1
KS13501	taś -əŋ jɔx	богатство ATTR люди	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	1	1
KS13502	taś -əŋ jɔx xɔt -ən	богатство ATTR люди дом LOC	p	sbj	s	0	n	n	loc	nul	nul	1	s	non	iob	1	1
KS13601	xɔt -ən	дом LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	1	1
KS13602	xɔt -ən jɔx -ł -ał	дом LOC люди PL 3SG	i	sbj	s	1	3s	dis	nul	nul	nul	0	p	hum	sbj	1	1
KS13701	jiwewe -w	сводная сестра 1PL	p	obj	s	1	1p	fam	nul	nul	nul	0	nu	hum	obj	0	1
KS13702	aj jiwewe -w	маленький сводная сестра 1PL 	p	obj	s	1	1p	fam	nul	nul	nul	0	s	hum	obj	1	1
KS13703	nin pox -en -a	вы сын 2SG DAT	p	obj	s	1	2s	fam	dat	nul	nul	0	s	hum	iob	1	1
KS13704	janas xɔt -a	другой дом DAT	p	obj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS13801	janas xɔt -a	другой дом DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS13901	xɔt -əł -ən	дом 3SG LOC	i	sbj	s	1	3s	dis	loc	nul	nul	0	s	non	iob	1	1
KS13902	ot -əp saj	вещь ATTR заграждение	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	1
KS13903	łapət păte -p nǫrəŋ	семь дно ATTR котел	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	1
KS14101	nore -ł -ən	нары 3SG LOC	i	sbj	s	1	3s	oth	loc	nul	nul	0	s	non	iob	0	1
KS14102	xɔt	дом	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS14103	xɔt xon	дом живот	p	sbj	s	0	n	n	nul	nul	nul	1	s	non	gen	1	1
KS14104	xɔt xon ɔw -a	дом живот дверь DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	1	1
KS14105	śiśki -leŋki	воробей DIM	p	sbj	s	0	n	n	nul	dim	nul	0	s	anm	sbj	0	1
KS14301	put -en	котел 2SG	i	sbj	s	1	2s	own	nul	nul	nul	0	s	non	gen	1	1
KS14302	put -en păte -ł	котел 2SG дно 3SG	i	sbj	s	1	3s	prt	nul	nul	nul	1	s	non	sbj	1	1
KS14303	sɔxəł -ən	доска LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	0
KS14304	xɔt -en	дом 2SG	i	sbj	s	1	2s	own	nul	nul	nul	0	s	non	gen	1	1
KS14305	suŋ -əł	угол 3SG	i	sbj	s	1	3s	prt	psp	nul	nul	0	nu	non	pob	1	1
KS14306	tut -ən	огонь LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	0
KS14401	śiśki -leŋke -ł	воробей DIM 3SG	p	obj	s	1	3s	dis	nul	dim	nul	0	s	anm	obj	0	0
KS14501	jiwłap-ăsłap pox	безродный сын	i	sbj	s	0	n	n	nul	nul	nul	0	s	hum	nul	0	0
KS14502	jiwłap-ăsłap pox wɔj	безродный сын зверь	i	sbj	s	0	n	n	nul	nul	nul	0	s	anm	nul	0	0
KS14601	imi -j -ən	женщина STEM LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	hum	iob	0	0
KS14701	nori -j -a	нары STEM DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS14801	śiśki -leŋke -ł	воробей DIM 3SG	p	sbj	s	1	3s	dis	nul	dim	nul	0	s	anm	sbj	1	1
KS14802	xɔt	дом	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS14803	xɔt xon	дом живот	p	sbj	s	0	n	n	nul	nul	nul	1	s	non	gen	1	1
KS14804	śiśki -leŋke -ł xɔt xon ɔw -a	дом живот дверь DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	1	1
KS15001	put -en	котел 2SG	i	sbj	s	1	2s	own	nul	nul	nul	0	s	non	gen	1	1
KS15002	put -en păte -ł	котел 2SG дно 3SG	i	sbj	s	1	3s	prt	nul	nul	nul	0	s	non	obj	1	1
KS15003	sɔxəł -ən	доска LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	0
KS15004	xɔt -en	дом 2SG	i	sbj	s	1	2s	own	nul	nul	nul	0	s	non	gen	1	1
KS15005	suŋ -əł	угол 3SG	i	sbj	s	1	3s	prt	psp	nul	nul	0	nu	non	pob	1	1
KS15006	tut -ən	огонь LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	0
KS15101	śiśki -leŋke -ł	воробей DIM 3SG	p	obj	s	1	3s	dis	nul	dim	nul	0	s	anm	obj	1	1
KS15201	jiwłap-ăsłap pox	безродный сын	i	sbj	s	0	n	n	nul	nul	nul	0	s	hum	nul	0	0
KS15202	jiwłap-ăsłap pox wɔj	безродный сын зверь	i	sbj	s	0	n	n	nul	nul	nul	0	s	anm	nul	0	0
KS15301	imi -j -ən	жена STEM LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	hum	iob	0	0
KS15401	nore -ł -a	нары 3SG DAT	p	sbj	s	1	3s	dis	dat	nul	nul	0	s	non	iob	1	1
KS15501	śiśki -leŋke -ł	воробей DIM 3SG	p	sbj	s	1	3s	dis	nul	dim	nul	0	s	anm	sbj	1	1
KS15502	xɔt	дом	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS15503	xɔt xon	дом живот	p	sbj	s	0	n	n	nul	nul	nul	1	s	non	gen	1	1
KS15504	xɔt xon ɔw -a	дом живот дверь DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	1	1
KS15701	xɔt	дом	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS15702	xɔt suŋ	дом угол	i	sbj	s	0	n	n	psp	nul	nul	1	nu	non	pob	1	1
KS15703	tut -en	огонь 2SG	i	sbj	s	1	2s	dis	nul	nul	nul	0	nu	non	sbj	0	1
KS15704	put -en	 котел 2SG	i	sbj	s	1	2s	own	nul	nul	nul	0	s	non	gen	1	1
KS15705	put -en păte -ł	котел 2SG дно 3SG	i	sbj	s	1	3s	prt	nul	nul	nul	1	s	non	obj	1	1
KS15706	sɔxəł -ən	доска LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	0
KS15801	ɔw -a	дверь DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS15802	ɔw -əł	дверь 3SG	p	obj	s	1	3s	dis	nul	nul	nul	0	s	non	obj	1	1
KS15901	xɔt	дом	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS15902	xɔt suŋ	дом угол	i	sbj	s	0	n	n	psp	nul	nul	1	nu	non	pob	1	1
KS15903	tut -əł	огонь 3SG	i	sbj	s	1	3s	dis	nul	nul	nul	0	s	non	sbj	0	1
KS16001	tǫrəm	небо	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS16002	tǫrəm aśe -ł	небо отец 3SG	i	sbj	s	1	3s	dis	psp	nul	nul	1	s	hum	pob	1	1
KS16003	aj xuł	маленький рыба	i	sbj	s	0	n	n	nul	nul	nul	0	s	anm	gen	0	0
KS16004	aj xuł sɔm	маленький рыба чешуя	i	sbj	s	0	n	n	nul	nul	nul	1	s	non	gen	0	0
KS16005	aj xuł sɔm sԑm -ən	маленький рыба чешуя глаз LOC	i	sbj	s	0	n	n	loc	nul	nul	1	s	non	iob	0	0
KS16006	aj xuł sɔm sԑm -ən łăxər	маленький рыба чешуя глаз LOC кольчуга	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS16007	keši	нож	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS16101	nūm	верх	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
KS16102	weś -pi nūm tǫrəm	верх небо	p	sbj	s	0	n	n	nul	nul	nul	1	s	non	gen	1	1
KS16103	weś -pi nūm tǫrəm aśe -ł -ən	верх небо отец 3SG LOC	p	sbj	s	1	3s	dis	loc	nul	nul	1	s	hum	iob	1	1
KS16104	łăxər -ən	кольчуга LOC	p	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	1
KS16105	keši -j -ən	нож STEM LOC	p	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	1
KS16201	aśe -ł	отец 3SG	p	sbj	s	1	3s	dis	nul	nul	nul	0	s	hum	gen	1	1
KS16202	aśe -ł łăxər -əł	отец 3SG кольчуга 3SG	p	sbj	s	1	3s	own	nul	nul	nul	1	s	non	obj	1	1
KS16203	keši	нож	p	sbj	s	0	n	n	psp	nul	nul	0	s	non	pob	1	1
KS16301	wǫrt	бог	i	sbj	s	0	n	n	nul	nul	nul	0	nu	hum	sbj	0	1
KS16302	aŋkəł	столб	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	app	0	0
KS16303	ńar ԑł -əł	голый тело 3SG	p	sbj	s	1	3s	bod	psp	nul	nul	0	s	non	pob	0	0
KS16401	łaj wur -a	темный кровь DAT	i	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS16402	pit wur -a	черный кровь DAT	i	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS16403	tԑłəŋ śompəł -ən	полный черпак LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	0
KS16501	kǫrt	деревня	p	obj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS16502	wɔš tԑł mir -əł	город полный народ 3SG	p	obj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS16503	mir -əł	народ 3SG	p	obj	s	1	3s	oth	nul	nul	nul	0	s	hum	obj	0	0
KS16601	jăm pԑlək	правый сторона	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS16602	jăm pԑlək jɔš -əł	правый сторона рука 3SG	p	sbj	s	1	3s	bod	nul	nul	nul	0	s	non	sbj	1	1
KS16603	puwa pԑlək	левый сторона	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS16604	puwa pԑlək kur -əł	левый сторона нога 3SG	p	sbj	s	1	3s	bod	nul	nul	nul	0	s	non	sbj	1	1
KS16701	jăm pԑlək	правый сторона	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS16702	jăm pԑlək jɔš -əł -a	правый сторона рука 3SG DAT	p	sbj	s	1	3s	bod	dat	nul	nul	0	s	non	iob	1	1
KS16703	wǫrt	бог	p	sbj	s	0	n	n	nul	nul	nul	0	nu	hum	obj	1	1
KS16704	jiwewi	сводная сестра	p	sbj	s	0	n	n	nul	nul	nul	0	nu	hum	sbj	1	1
KS16705	aj jiwewi	маленький сводная сестра 1PL 	p	sbj	s	0	n	n	nul	nul	nul	0	nu	hum	sbj	1	1
KS16706	jăm pԑlək	правый сторона	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS16707	jăm pԑlək jɔš -əł -a	правый сторона рука 3SG DAT	p	sbj	s	1	3s	bod	dat	nul	nul	0	s	non	iob	1	1
KS16901	kǫrt tԑł mir -ew	деревня полный народ 1PL	p	obj	s	0	n	n	nul	nul	nul	0	s	non	obj	1	1
KS16902	mir -ew	народ 1PL	p	obj	s	1	1p	oth	nul	nul	nul	0	s	hum	obj	0	1
KS16903	wɔš tԑł jɔx -ł -uw	город полный люди PL 1PL	p	obj	s	0	n	n	nul	nul	nul	0	s	non	obj	1	1
KS16904	jɔx -ł -uw	люди PL 1PL	p	obj	s	1	1p	oth	nul	nul	nul	0	p	hum	obj	0	1
KS17001	ime -ł	жена 3SG	p	obj	s	1	3s	fam	nul	nul	nul	0	s	hum	obj	1	1
KS17002	śԑp -a	карман DAT	p	obj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS17101	wɔš	город	p	obj	s	0	n	n	psp	nul	nul	0	s	non	pob	1	1
KS17102	wǫrt	бог	p	sbj	s	0	n	n	nul	nul	nul	0	nu	hum	sbj	1	1
KS17301	wǫrt	бог	p	obj	s	0	n	n	nul	nul	nul	0	nu	hum	obj	1	1
KS17401	jǫxł -əł	лук 3SG	p	obj	s	1	3s	own	nul	nul	nul	0	s	non	obj	0	1
KS17501	tăm -pi taŋkər	этот PROPR тетива	p	sbj	s	0	n	n	nul	nul	tam	0	s	non	obj	0	1
KS17502	tom -pi taŋkər	тот PROPR тетива	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	1
KS17503	jɔš	рука	p	obj	s	0	n	n	nul	nul	nul	0	s	non	sbj	1	1
KS17601	wǫrt	бог	p	sbj	s	0	n	n	nul	nul	nul	0	nu	hum	obj	1	1
KS17602	i ńɔł	один стрела	p	sbj	s	0	n	n	psp	nul	i	0	s	non	pob	0	1
KS17701	oxsox -ł -ał	волосы PL 3PL	p	obj	s	1	3p	bod	nul	nul	nul	0	p	non	obj	1	1
KS17702	jux	дерево	p	obj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	1
KS17703	jux tij -a	дерево конец DAT	p	obj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS17801	xɔp -ł -a	лодка 3SG DAT	p	sbj	s	1	3s	own	dat	nul	nul	0	s	non	iob	1	1
KS17901	kǫrt -əł -a	деревня 3SG DAT	p	sbj	s	1	3s	oth	dat	nul	nul	0	s	non	iob	1	1
KS17902	kǫrt	деревня	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS17903	kǫrt kałtəŋ -a	деревня пристань DAT	p	sbj	s	0	n	n	dat	nul	nul	1	s	non	iob	1	1
KS18001	aŋke -ł	мать 3SG	p	sbj	s	1	3s	fam	psp	nul	nul	0	s	hum	pob	1	1
KS18002	wuśa	приветствие	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS18101	ime -ł	жена 3SG	p	obj	s	1	3s	fam	nul	nul	nul	0	s	hum	obj	1	1
KS18102	śԑp	карман	p	obj	s	0	n	n	psp	nul	nul	0	s	non	pob	1	1
KS18103	xɔtxăr -a	пол DAT	p	obj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS18201	łowatte -ŋ nԑ	величина ATTR женщина	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
KS18202	łowatte -ŋ nԑ łowatte -ł -ən	величина ATTR женщина величина 3SG LOC	p	sbj	s	1	3s	oth	loc	nul	nul	1	s	non	iob	0	1
KS18203	păłatte -ŋ nԑ	рост ATTR женщина	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	0	0
KS18204	păłatte -ŋ nԑ păłatte -ł -ən	рост ATTR женщина рост 3SG LOC	p	sbj	s	1	3s	oth	loc	nul	nul	1	s	non	iob	0	1
KS18301	kǫrt	деревня	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	sbj	1	1
KS18302	wǫn pɔri	большой пир	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS18303	wɔš	город	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	sbj	1	1
KS18304	wǫn pɔri	большой пир	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS18401	tiłəś	месяц	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	1
KS18402	i łapət	один неделя	i	sbj	s	0	n	n	nul	nul	i	0	s	non	obj	0	1
KS18502	in śuń -əł xǫł -əł -ən	этот счастье 3SG благосостояние 3SG LOC	i	sbj	s	1	3s	dis	loc	nul	in	0	s	non	iob	1	1
KS18501	śuń -əł	счастье 3SG	i	sbj	s	i	3s	dis	nul	nul	nul	0	s	non	iob	1	1
KS18502	xǫł -əł -ən	благосостояние 3SG LOC	i	sbj	s	i	3s	dis	loc	nul	nul	0	s	non	iob	1	1
