NP_ID	NP_Morph	NP_Gloss	ASP	CNJ	POS	PSS	PHI	SEM	MRK	DRV	DET	NPS	NUM	ANM	SYN	DEF	REF		
DE07704	śoxalԑ -ŋ xɔt	чувал ATTR дом	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE07705	śoxalԑ -ŋ xɔt katra jis -n	чувал ATTR дом старый век LOC	p	sbj	s	0	n	n	loc	nul	nul	0	s	anm		1	1		
DE07706	śoxalԑ -ŋ xɔt katra jis -n śoxalԑ -ŋ	чувал ATTR дом старый век LOC чувал ATTR	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE07707	śoxalԑ -ŋ xɔt katra jis -n śoxalԑ -ŋ xɔt	чувал ATTR дом старый век LOC чувал ATTR дом	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE07708	śoxalԑ -ŋ xɔt katra jis -n śoxalԑ -ŋ xɔt put	чувал ATTR дом старый век LOC чувал ATTR дом котел	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE07709	śoxalԑ -ŋ xɔt katra jis -n śoxalԑ -ŋ xɔt put jux	чувал ATTR дом старый век LOC чувал ATTR дом котел палка	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE07710	śoxalԑ -ŋ xɔt katra jis -n śoxalԑ -ŋ xɔt put jux put	чувал ATTR дом старый век LOC чувал ATTR дом котел палка котел	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE07711	put	котел	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE07712	put jux -ət	котел палка PL	p	sbj	s	0	n	n	psp	nul	nul	0	p	anm		1	1		
DE07801	put	котел	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE07802	put jux -a	котел палка DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	anm		1	1		
DE07803	put jux -a sǫł -ł -ał	котел палка DAT кишка PL 3PL	p	sbj	s	1	3p	n	nul	nul	nul	0	p	anm		1	1		
DE07804	-ət ńawrԑm -ł -ał	PL ребенок PL 3SG	p	sbj	s	1	3s	n	nul	nul	nul	0	p	anm		1	1		
DE07805	-ət wǫnt	PL лес	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE07806	-ət wǫnt ot -ət -n	PL лес вещь PL LOC	p	sbj	s	0	n	n	loc	nul	nul	0	p	anm		1	1		
DE07901	śi wԑr	этот дело	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08001	ike -ł	муж 3SG	p	sbj	s	1	3s	n	nul	nul	nul	0	s	anm		1	1		
DE08002	ike -ł ike -ł	муж 3SG муж 3SG	p	sbj	s	1	3s	n	nul	nul	nul	0	s	anm		1	1		
DE08003	pora -j -a	время STEM DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	anm		1	1		
DE08004	wǫnt	лес	p	sbj	s	0	n	n	psp	nul	nul	0	s	anm		1	1		
DE08005	tiłəś	месяц	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08006	tiłəś	месяц	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08101	ńawrԑm -ł -ał	ребенок PL 3SG	p	sbj	s	1	3s	n	nul	nul	nul	0	p	anm		1	1		
DE08201	ime -ł	жена 3SG	p	sbj	s	1	3s	n	nul	nul	nul	0	s	anm		1	1		
DE08202	ime -ł	жена 3SG	p	sbj	s	1	3s	n	nul	nul	nul	0	s	anm		1	1		
DE08203	łił -əł	душа 3SG	p	sbj	s	1	3s	n	nul	nul	nul	0	s	anm		1	1		
DE08204	wԑr	дело	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08205	wԑr	дело	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08206	potər	разговор	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08207	potər potər	разговор разговор	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08208	potər potər połś	разговор разговор сплетня	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08301	xuw tǫrəm	длинный жизнь	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08302	wan tǫrəm	короткий жизнь	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08303	potər	разговор	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08304	potər połś	разговор сплетня	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08305	wǫn xănnԑxǫ	большой человек	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08401	wǫnt	лес	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08402	wǫnt ot -n	лес вещь LOC	p	sbj	s	0	n	n	loc	nul	nul	0	s	anm		1	1		
DE08403	wǫnt ot -n jɔš -a	лес вещь LOC рука DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	anm		1	1		
DE08404	potər	разговор	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08405	śir -ł	возможность 3SG	p	sbj	s	1	3s	n	nul	nul	nul	0	s	anm		1	1		
DE08406	nԑməłt śir	никакой возможность	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08501	ńawrԑm -ət	ребенок PL	p	sbj	s	0	n	n	nul	nul	nul	0	p	anm		1	1		
DE08502	ńawrԑm -ət	ребенок PL	p	sbj	s	0	n	n	nul	nul	nul	0	p	anm		1	1		
DE08503	wus	дырка	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08601	wǫn xănnԑxǫ	большой человек	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08602	potər	разговор	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08701	wԑr	дело	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08801	xănnԑxǫ	человек	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08901	ike -ł	мужчина 3SG	p	sbj	s	1	3s	n	nul	nul	nul	0	s	anm		1	1		
DE08902	ike -ł wǫnt -a	мужчина 3SG лес DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	anm		1	1		
DE08903	pǫn	гымга	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08904	xănnԑxǫ	человек	p	sbj	s	0	n	n	nul	nul	nul	0	s	anm		1	1		
DE08905	rǫtna -j -ł	родня STEM 3SG	p	sbj	s	1	3s	n	psp	nul	nul	0	s	anm		1	1		
DE09001	potr -əł	разговор 3SG	p	sbj	s	1	3s	n	nul	nul	nul	0	s	anm		1	1		
